county,reporting_agency,agency_full_name,ncic_number_county,ncic_number_city,ncic_number_agency,date_of_birth_mm,date_of_birth_dd,date_of_birth_yyyy,race,gender,custody_status,custody_offense,date_of_death_yyyy,date_of_death_mm,date_of_death_dd,custodial_responsibility_at_time_of_death,location_where_cause_of_death_occurred,facility_death_occured,manner_of_death,means_of_death
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,8,31,1988,Other,Male,Sentenced,18,2014,10,7,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
Kern,Sheriff,Kern County Sheriff's Department,15,00,00,12,8,1979,White,Male,Booked - Awaiting Trial,94,2014,10,7,County Jail,,Local Hospital,Homicide Willful (Other Inmate),"Club,Blunt Instrument"
Sonoma,Sheriff,Sonoma County Sheriff's Department,49,00,00,11,26,1982,Hispanic,Male,Sentenced,856,2014,10,8,County Jail,Living,County Jail,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,7,31,1977,Black,Female,Booked - Awaiting Trial,800,2014,10,8,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Mendocino,Sheriff,Mendocino County Sheriff's Department,23,00,00,9,13,1978,White,Male,Booked - Awaiting Trial,843,2014,10,8,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,12,20,1959,Hispanic,Male,Sentenced,110,2014,10,9,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,1,23,1952,White,Male,Sentenced,200,2014,10,9,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,2,16,1977,White,Male,Sentenced,825,2014,10,10,County Jail,Living,Local Hospital,Accidental,Drug Overdose
San Francisco,Police,San Francisco Police Department,38,01,00,3,20,1965,White,Male,Other,0,2014,10,10,Other,Crime/Arrest Scene,Local Hospital,Pending Investigation,Pending Investigation
Solano,State,California Medical Facility,48,01,5C,5,10,1950,Hispanic,Male,Sentenced,410,2014,10,13,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,12,15,1951,Black,Male,Sentenced,802,2014,10,15,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,12,21,1949,Hispanic,Male,Sentenced,110,2014,10,16,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Women,36,08,5C,11,20,1924,White,Female,Sentenced,100,2014,10,16,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,8,14,1943,White,Male,Sentenced,700,2014,10,17,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Sonoma,Sheriff,Sonoma County Sheriff's Department,49,00,00,10,30,1963,White,Female,Booked - No Charges Filed,825,2014,10,18,County Jail,Living,County Jail,Accidental,Drug Overdose
Stanislaus,Sheriff,Stanislaus County Sheriff's Department,50,00,00,9,7,1957,White,Male,Booked - Awaiting Trial,854,2014,10,18,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Monterey,State,Salinas Valley State Prison,27,02,5C,10,13,1979,Hispanic,Male,Sentenced,220,2014,10,18,CDC/CRC,Living,CDC/CRC,Suicide,Other
Solano,State,California Medical Facility,48,01,5C,10,25,1954,Hispanic,Male,Sentenced,881,2014,10,19,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Kern,Sheriff,Kern County Sheriff's Department,15,00,00,2,22,1964,Black,Male,Booked - Awaiting Trial,825,2014,10,19,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,Patton State Hospital,36,01,5M,10,21,1963,White,Male,Sentenced,320,2014,10,19,State Hospital,Medical Treatment,Local Hospital,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,4,4,1987,White,Male,Booked - Awaiting Trial,98,2014,10,19,City Jail,Holding,City Jail,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,12,29,1990,Black,Male,Sentenced,372,2014,10,20,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,11,4,1952,Black,Male,Sentenced,881,2014,10,21,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Imperial,Sheriff,Imperial County Sheriff's Department,13,00,00,7,6,1990,Hispanic,Male,Booked - Awaiting Trial,100,2014,10,22,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Kern,Sheriff,Kern County Sheriff's Department,15,00,00,2,24,1980,White,Female,Sentenced,825,2014,10,23,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,6,11,1949,White,Male,Sentenced,705,2014,10,23,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Napa,State,Napa State Hospital,28,01,5M,4,11,1933,White,Male,Booked - Awaiting Trial,300,2014,10,23,State Hospital,Medical Treatment,State Hospital,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,1,29,1944,White,Male,Sentenced,100,2014,10,24,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,5,13,1982,Black,Male,Sentenced,94,2014,10,24,County Jail,Living,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Highway Patrol,36,99,00,3,17,1989,Other Asian,Male,Process of Arrest,300,2014,10,24,Process of Arrest,Crime/Arrest Scene,Local Hospital,Homicide Justified (Law Enforcement Staff),Handgun
Tulare,State,California Highway Patrol,54,99,00,7,9,1999,Hispanic,Male,Process of Arrest,570,2014,10,25,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Accidental,Other
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,2,24,1984,Filipino,Male,Booked - Awaiting Trial,100,2014,10,25,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Monterey,State,Salinas Valley State Prison,27,02,5C,10,19,1991,Hispanic,Male,Sentenced,843,2014,10,26,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Tulare,Sheriff,Tulare County Sheriff's Department,54,00,00,6,1,1989,Hispanic,Male,Booked - Awaiting Trial,320,2014,10,26,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Kings,State,California Substance Abuse Treatment Facility,16,04,5C,2,13,1956,White,Male,Sentenced,881,2014,10,26,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,6,3,1966,Black,Male,Sentenced,610,2014,10,28,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Monterey,Police,Salinas Police Department,27,08,00,4,6,1979,Hispanic,Male,Process of Arrest,320,2014,10,31,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Accidental,Other
Alameda,State,California Highway Patrol,1,99,00,4,13,1971,Black,Male,Process of Arrest,570,2014,6,25,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Accidental,Other
Out-of-State,State,CDCR/CBU/SACCO/WICC,99,03,5C,10,15,1981,Hispanic,Male,Sentenced,120,2014,7,4,CDC/CRC,Living,Local Hospital,Homicide Willful (Other Inmate),"Hanging,Strangulation"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,6,30,1973,Hispanic,Male,Process of Arrest,323,2014,8,9,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Los Angeles,Police,San Fernando Police Department,19,61,00,11,13,1991,Hispanic,Male,Process of Arrest,300,2014,8,12,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Los Angeles,Police,Los Angeles Police Department,19,42,00,1,8,1977,Black,Male,Process of Arrest,323,2014,8,18,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Pending Investigation,Pending Investigation
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,4,13,1976,Black,Male,Process of Arrest,300,2014,8,18,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Rifle/Shotgun
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,9,7,1960,Black,Male,Process of Arrest,323,2014,8,26,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Rifle/Shotgun
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,1,10,1986,Hispanic,Male,Process of Arrest,323,2014,10,4,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Los Angeles,Police,Long Beach Police Department,19,41,00,1,6,1952,White,Male,Process of Arrest,300,2014,11,1,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Riverside,State,California Highway Patrol,33,99,00,11,12,1993,Hispanic,Male,Process of Arrest,300,2014,11,2,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Amador,State,Mule Creek State Prison,3,03,5C,10,23,1969,White,Male,Sentenced,700,2014,11,2,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
San Joaquin,State,California Health Care Facility,39,04,5G,12,5,1960,White,Male,Sentenced,700,2014,11,4,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Santa Cruz,Sheriff,Santa Cruz County Sheriff's Department,44,00,00,9,23,1949,Black,Female,Booked - Awaiting Trial,345,2014,11,5,County Jail,Not Applicable,County Jail,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,7,12,1940,White,Male,Sentenced,100,2014,11,5,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,12,19,1951,White,Male,Sentenced,700,2014,11,5,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,7,10,1952,Black,Male,Booked - Awaiting Trial,802,2014,11,5,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
Santa Clara,Sheriff,Santa Clara County Sheriff's Department,43,00,00,11,22,1953,Black,Male,Booked - Awaiting Trial,720,2014,11,6,County Jail,Living,County Jail,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,9,1967,Hispanic,Male,Sentenced,825,2014,11,7,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Kings,State,Corcoran State Prison,16,02,5C,5,25,1945,White,Male,Sentenced,110,2014,11,7,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kings,State,California Substance Abuse Treatment Facility,16,04,5C,4,24,1953,White,Male,Sentenced,300,2014,11,9,CDC/CRC,Common,Local Hospital,Accidental,Other
Napa,State,Napa State Hospital,28,01,5M,1,3,1938,White,Female,Sentenced,100,2014,11,9,State Hospital,Not Applicable,State Hospital,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,3,22,1980,Hispanic,Male,Process of Arrest,323,2014,11,9,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Pending Investigation,Pending Investigation
Riverside,Sheriff,Riverside County Sheriff's Department,33,00,00,10,11,1976,White,Male,Process of Arrest,580,2014,11,11,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Pending Investigation,Pending Investigation
Del Norte,State,Pelican Bay State Prison,8,01,5C,10,12,1970,Black,Male,Sentenced,210,2014,11,11,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,1,3,1959,Hispanic,Male,Sentenced,570,2014,11,12,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,5,17,1971,Hispanic,Male,Sentenced,120,2014,11,13,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Stanislaus,Sheriff,Stanislaus County Sheriff's Department,50,00,00,11,17,1962,Black,Male,Booked - Awaiting Trial,610,2014,11,15,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Solano,State,California Medical Facility,48,01,5C,4,24,1960,White,Male,Sentenced,400,2014,11,16,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,1,26,1962,White,Male,Sentenced,700,2014,11,16,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,22,1980,White,Male,Sentenced,300,2014,11,16,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Santa Clara,Sheriff,Santa Clara County Sheriff's Department,43,00,00,2,4,1950,Black,Male,Booked - No Charges Filed,94,2014,11,17,County Jail,Living,County Jail,Natural,Not Applicable
Riverside,Police,Riverside Police Department,33,13,00,3,26,1980,Hispanic,Male,Process of Arrest,323,2014,11,18,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,11,23,1961,Hispanic,Male,Sentenced,720,2014,11,20,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,Probation,Kern County Probation Department,15,01,3G,3,15,1997,Asian Indian,Male,Sentenced,865,2014,11,21,Local Juvenile Facility,Living,Local Juvenile Facility,Suicide,"Hanging,Strangulation"
Los Angeles,Police,Long Beach Police Department,19,41,00,3,22,1996,Hispanic,Male,Process of Arrest,320,2014,11,21,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Napa,State,Napa State Hospital,28,01,5M,6,7,1958,White,Male,Booked - Awaiting Trial,64,2014,11,23,State Hospital,Medical Treatment,State Hospital,Natural,Not Applicable
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,2,16,1961,Hispanic,Male,Sentenced,410,2014,11,23,County Jail,Living,County Jail,Natural,Not Applicable
Kings,Sheriff,Kings County Sheriff's Department,16,00,00,10,30,1980,Hispanic,Male,Booked - Awaiting Trial,372,2014,11,25,County Jail,Common,County Jail,Suicide,Other
Los Angeles,State,"California State Prison, Lancaster",19,10,5C,4,21,1978,Black,Male,Sentenced,110,2014,11,27,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,5,22,1961,Black,Male,Sentenced,801,2014,11,29,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Stanislaus,Sheriff,Stanislaus County Sheriff's Department,50,00,00,7,2,1953,White,Female,Booked - No Charges Filed,800,2014,11,29,County Jail,Living,County Jail,Natural,Not Applicable
Kern,State,California Correctional Institution,15,01,5C,9,19,1965,White,Male,Sentenced,110,2014,11,30,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
San Joaquin,State,California Health Care Facility,39,04,5G,12,3,1958,White,Male,Sentenced,220,2014,1,20,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,10,3,1945,Black,Male,Sentenced,110,2014,1,23,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,9,9,1968,Black,Male,Booked - Awaiting Trial,580,2014,1,28,County Jail,Living,County Jail,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,7,31,1956,White,Male,Sentenced,801,2014,1,30,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Alameda,Police,Hayward Police Department,1,06,00,10,31,1951,Black,Female,Process of Arrest,323,2014,2,4,Process of Arrest,Crime/Arrest Scene,Local Hospital,Homicide Justified (Law Enforcement Staff),Handgun
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,5,12,1964,White,Male,Booked - No Charges Filed,46,2014,2,12,County Jail,Not Applicable,County Jail,Natural,Not Applicable
Sonoma,Police,Healdsburg Police Department,49,03,00,5,8,1970,Hispanic,Male,Process of Arrest,700,2014,2,14,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Suicide,Handgun
San Joaquin,State,California Health Care Facility,39,04,5G,12,25,1933,Hispanic,Male,Sentenced,621,2014,2,19,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Santa Clara,Police,San Jose State University Police Department,43,17,00,11,15,1975,Hispanic,Male,Process of Arrest,341,2014,2,21,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Imperial,State,Calipatria State Prison,13,01,5C,2,27,1985,White,Male,Sentenced,220,2014,2,22,CDC/CRC,Living,CDC/CRC,Accidental,Drug Overdose
San Joaquin,State,California Health Care Facility,39,04,5G,3,16,1938,White,Male,Sentenced,120,2014,2,25,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Sacramento,Sheriff,Sacramento County Sheriff's Department,34,00,00,12,21,1989,White,Male,Booked - Awaiting Trial,800,2014,2,25,County Jail,Living,County Jail,Cannot be Determined,Cannot be Determined
San Joaquin,State,California Health Care Facility,39,04,5G,11,17,1949,White,Male,Sentenced,610,2014,2,28,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,3,11,1952,White,Male,Sentenced,220,2014,3,6,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,2,4,1984,White,Male,Process of Arrest,341,2014,3,12,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,11,9,1988,White,Male,Process of Arrest,341,2014,3,28,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Rifle/Shotgun
Del Norte,State,Pelican Bay State Prison,8,01,5C,1,22,1949,Hispanic,Male,Sentenced,120,2014,3,31,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,"California State Prison, Solano",48,04,5C,5,27,1945,Hispanic,Male,Sentenced,110,2014,4,8,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Diego,Police,San Diego Police Department,37,11,00,10,17,1962,Hispanic,Male,Process of Arrest,346,2014,4,17,Process of Arrest,Crime/Arrest Scene,Local Hospital,Accidental,Drug Overdose
Solano,State,"California State Prison, Solano",48,04,5C,9,26,1941,White,Male,Sentenced,110,2014,4,19,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Merced,Police,Merced Police Department,24,06,00,7,12,1986,White,Female,Process of Arrest,323,2014,4,26,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Los Angeles,State,"California State Prison, Lancaster",19,10,5C,12,29,1955,White,Male,Sentenced,220,2014,4,29,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kings,State,Corcoran State Prison,16,02,5C,5,17,1941,White,Male,Sentenced,120,2014,5,3,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Out-of-State,State,CDCR/CBU/SACCO/WICC,99,03,5C,1,23,1961,Other,Male,Sentenced,120,2014,5,6,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
San Bernardino,Police,Fontana Police Department,36,04,00,11,28,1973,Hispanic,Male,Process of Arrest,300,2014,5,17,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Alameda,Police,Hayward Police Department,1,06,00,1,6,1968,Black,Male,Process of Arrest,320,2014,5,23,Process of Arrest,Crime/Arrest Scene,Local Hospital,Accidental,Drug Overdose
Sacramento,Sheriff,Sacramento County Sheriff's Department,34,00,00,3,1,1979,Other Asian,Male,Booked - Awaiting Trial,300,2014,5,25,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Santa Clara,Police,Sunnyvale Department of Public Safety,43,16,00,3,5,1961,White,Male,Process of Arrest,100,2014,6,5,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Rifle/Shotgun
San Bernardino,Police,Fontana Police Department,36,04,00,11,7,1991,Pacific Islander,Male,Process of Arrest,300,2014,6,21,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
